country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,uid,bank_account
Kenya,2018,uniqueid_561,Rural,Yes,1,36,Male,Head of Household,Married/Living together,Primary education,Self employed,Kenya_uniqueid_561,Yes
Kenya,2018,uniqueid_4108,Rural,Yes,2,74,Female,Spouse,Married/Living together,No formal education,Informally employed,Kenya_uniqueid_4108,No
Kenya,2018,uniqueid_5436,Urban,Yes,6,58,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Kenya_uniqueid_5436,Yes
Kenya,2018,uniqueid_4438,Urban,Yes,3,18,Female,Other non-relatives,Single/Never Married,Secondary education,Remittance Dependent,Kenya_uniqueid_4438,No
Rwanda,2016,uniqueid_4315,Rural,Yes,3,34,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing,Rwanda_uniqueid_4315,No
Tanzania,2017,uniqueid_3024,Urban,No,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3024,No
Kenya,2018,uniqueid_4407,Urban,Yes,4,30,Male,Head of Household,Married/Living together,Primary education,Self employed,Kenya_uniqueid_4407,No
Uganda,2018,uniqueid_1564,Rural,Yes,6,41,Male,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_1564,No
Tanzania,2017,uniqueid_3271,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3271,No
Rwanda,2016,uniqueid_3850,Urban,Yes,5,53,Male,Head of Household,Married/Living together,Primary education,Other Income,Rwanda_uniqueid_3850,Yes
Uganda,2018,uniqueid_922,Rural,Yes,6,24,Female,Other relative,Married/Living together,Primary education,Self employed,Uganda_uniqueid_922,No
Tanzania,2017,uniqueid_4078,Rural,Yes,1,55,Male,Head of Household,Widowed,Tertiary education,Informally employed,Tanzania_uniqueid_4078,Yes
Tanzania,2017,uniqueid_294,Urban,Yes,5,44,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_294,No
Kenya,2018,uniqueid_2818,Urban,Yes,2,21,Male,Other relative,Single/Never Married,Primary education,Informally employed,Kenya_uniqueid_2818,Yes
Tanzania,2017,uniqueid_1922,Urban,No,2,18,Female,Spouse,Single/Never Married,Primary education,No Income,Tanzania_uniqueid_1922,No
Tanzania,2017,uniqueid_3990,Rural,Yes,3,38,Female,Spouse,Single/Never Married,Tertiary education,Informally employed,Tanzania_uniqueid_3990,Yes
Kenya,2018,uniqueid_5783,Urban,Yes,2,42,Female,Spouse,Married/Living together,Tertiary education,Remittance Dependent,Kenya_uniqueid_5783,No
Tanzania,2017,uniqueid_6158,Urban,Yes,3,44,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_6158,No
Tanzania,2017,uniqueid_1361,Urban,No,2,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Tanzania_uniqueid_1361,No
Tanzania,2017,uniqueid_5307,Urban,No,4,19,Female,Other relative,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_5307,No
Tanzania,2017,uniqueid_4367,Urban,Yes,7,26,Male,Parent,Divorced/Seperated,Tertiary education,Self employed,Tanzania_uniqueid_4367,No
Rwanda,2016,uniqueid_3648,Urban,Yes,6,39,Female,Spouse,Married/Living together,Secondary education,Self employed,Rwanda_uniqueid_3648,Yes
Rwanda,2016,uniqueid_4632,Rural,No,4,28,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_4632,No
Uganda,2018,uniqueid_1411,Urban,Yes,2,20,Female,Spouse,Married/Living together,Primary education,No Income,Uganda_uniqueid_1411,No
Tanzania,2017,uniqueid_2594,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2594,No
Kenya,2018,uniqueid_4896,Urban,Yes,6,18,Male,Other relative,Single/Never Married,Primary education,Remittance Dependent,Kenya_uniqueid_4896,No
Tanzania,2017,uniqueid_5619,Urban,Yes,2,65,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_5619,No
Uganda,2018,uniqueid_300,Rural,Yes,3,35,Male,Head of Household,Married/Living together,No formal education,Other Income,Uganda_uniqueid_300,No
Kenya,2018,uniqueid_149,Rural,Yes,5,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_149,No
Tanzania,2017,uniqueid_1867,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Secondary education,Self employed,Tanzania_uniqueid_1867,No
Tanzania,2017,uniqueid_3950,Urban,No,6,16,Male,Other relative,Divorced/Seperated,Primary education,Self employed,Tanzania_uniqueid_3950,No
Rwanda,2016,uniqueid_2488,Urban,Yes,2,61,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,Rwanda_uniqueid_2488,No
Tanzania,2017,uniqueid_661,Urban,No,3,70,Male,Other relative,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_661,No
Kenya,2018,uniqueid_4444,Rural,Yes,8,60,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_4444,No
Rwanda,2016,uniqueid_1379,Rural,Yes,7,20,Male,Child,Single/Never Married,Primary education,Farming and Fishing,Rwanda_uniqueid_1379,No
Kenya,2018,uniqueid_237,Urban,Yes,3,40,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private,Kenya_uniqueid_237,Yes
Tanzania,2017,uniqueid_1099,Urban,No,2,72,Male,Head of Household,Single/Never Married,No formal education,Informally employed,Tanzania_uniqueid_1099,No
Uganda,2018,uniqueid_1625,Rural,Yes,6,60,Female,Spouse,Married/Living together,Secondary education,Self employed,Uganda_uniqueid_1625,No
Rwanda,2016,uniqueid_4687,Rural,Yes,6,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_4687,No
Rwanda,2016,uniqueid_1056,Rural,Yes,3,59,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_1056,Yes
Uganda,2018,uniqueid_1012,Rural,Yes,2,24,Male,Head of Household,Married/Living together,Secondary education,Self employed,Uganda_uniqueid_1012,No
Rwanda,2016,uniqueid_4056,Rural,Yes,2,65,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_4056,No
Rwanda,2016,uniqueid_7644,Rural,No,1,85,Female,Head of Household,Widowed,No formal education,Government Dependent,Rwanda_uniqueid_7644,No
Kenya,2018,uniqueid_3084,Rural,Yes,4,17,Male,Child,Single/Never Married,Primary education,Informally employed,Kenya_uniqueid_3084,No
Kenya,2018,uniqueid_633,Urban,Yes,7,32,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Government,Kenya_uniqueid_633,Yes
Tanzania,2017,uniqueid_4075,Urban,Yes,1,28,Female,Head of Household,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_4075,No
Kenya,2018,uniqueid_2666,Rural,No,2,90,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Kenya_uniqueid_2666,No
Uganda,2018,uniqueid_299,Rural,No,8,31,Female,Spouse,Married/Living together,Primary education,Other Income,Uganda_uniqueid_299,No
Uganda,2018,uniqueid_199,Rural,Yes,6,33,Male,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_199,No
Rwanda,2016,uniqueid_4459,Rural,Yes,4,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_4459,No
Tanzania,2017,uniqueid_1034,Urban,Yes,2,37,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1034,No
Rwanda,2016,uniqueid_3993,Urban,Yes,5,43,Male,Head of Household,Married/Living together,Primary education,Self employed,Rwanda_uniqueid_3993,Yes
Rwanda,2016,uniqueid_8744,Rural,No,4,32,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_8744,No
Rwanda,2016,uniqueid_6008,Rural,Yes,3,50,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_6008,No
Uganda,2018,uniqueid_269,Urban,No,2,40,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed,Uganda_uniqueid_269,No
Tanzania,2017,uniqueid_5793,Rural,Yes,5,40,Female,Spouse,Single/Never Married,Primary education,No Income,Tanzania_uniqueid_5793,No
Rwanda,2016,uniqueid_8042,Rural,No,3,85,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_8042,No
Rwanda,2016,uniqueid_3619,Rural,Yes,7,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,Rwanda_uniqueid_3619,No
Tanzania,2017,uniqueid_5456,Rural,Yes,2,27,Female,Spouse,Single/Never Married,Secondary education,Remittance Dependent,Tanzania_uniqueid_5456,No
Tanzania,2017,uniqueid_4399,Urban,No,1,62,Female,Head of Household,Widowed,No formal education,Informally employed,Tanzania_uniqueid_4399,No
Kenya,2018,uniqueid_5250,Rural,Yes,2,32,Male,Head of Household,Widowed,Primary education,Informally employed,Kenya_uniqueid_5250,No
Rwanda,2016,uniqueid_2466,Rural,Yes,2,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_2466,No
Rwanda,2016,uniqueid_1359,Rural,Yes,3,44,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_1359,No
Rwanda,2016,uniqueid_6278,Urban,Yes,5,48,Female,Spouse,Married/Living together,Primary education,Self employed,Rwanda_uniqueid_6278,Yes
Uganda,2018,uniqueid_441,Rural,No,6,16,Female,Other relative,Single/Never Married,Primary education,Other Income,Uganda_uniqueid_441,No
Rwanda,2016,uniqueid_1912,Rural,Yes,2,55,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed,Rwanda_uniqueid_1912,No
Uganda,2018,uniqueid_1185,Urban,Yes,4,34,Female,Head of Household,Single/Never Married,Primary education,Other Income,Uganda_uniqueid_1185,No
Kenya,2018,uniqueid_1736,Urban,Yes,3,23,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,Kenya_uniqueid_1736,Yes
Rwanda,2016,uniqueid_8417,Rural,Yes,3,53,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_8417,No
Kenya,2018,uniqueid_4256,Urban,Yes,6,25,Female,Other relative,Single/Never Married,Secondary education,Informally employed,Kenya_uniqueid_4256,No
Uganda,2018,uniqueid_15,Urban,Yes,2,27,Female,Head of Household,Single/Never Married,Primary education,Other Income,Uganda_uniqueid_15,No
Kenya,2018,uniqueid_2476,Urban,Yes,5,31,Male,Head of Household,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_2476,Yes
Rwanda,2016,uniqueid_4689,Urban,Yes,4,29,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Rwanda_uniqueid_4689,No
Uganda,2018,uniqueid_2091,Rural,No,3,40,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,Uganda_uniqueid_2091,No
Kenya,2018,uniqueid_3714,Rural,Yes,4,60,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_3714,Yes
Rwanda,2016,uniqueid_637,Rural,Yes,3,35,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_637,No
Tanzania,2017,uniqueid_3386,Urban,Yes,4,54,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3386,No
Tanzania,2017,uniqueid_2289,Urban,Yes,3,50,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2289,No
Uganda,2018,uniqueid_1174,Rural,No,7,18,Female,Other relative,Single/Never Married,Secondary education,Formally employed Private,Uganda_uniqueid_1174,No
Kenya,2018,uniqueid_5190,Urban,Yes,1,47,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private,Kenya_uniqueid_5190,Yes
Uganda,2018,uniqueid_567,Urban,Yes,4,23,Female,Other relative,Single/Never Married,Tertiary education,Formally employed Private,Uganda_uniqueid_567,Yes
Tanzania,2017,uniqueid_1654,Urban,Yes,7,19,Male,Child,Divorced/Seperated,Secondary education,No Income,Tanzania_uniqueid_1654,No
Rwanda,2016,uniqueid_8143,Rural,Yes,4,84,Female,Head of Household,Widowed,No formal education,Informally employed,Rwanda_uniqueid_8143,No
Rwanda,2016,uniqueid_1776,Rural,Yes,5,48,Male,Head of Household,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_1776,No
Rwanda,2016,uniqueid_6573,Rural,Yes,6,42,Female,Head of Household,Widowed,Primary education,Informally employed,Rwanda_uniqueid_6573,No
Rwanda,2016,uniqueid_7985,Rural,Yes,5,30,Male,Head of Household,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_7985,No
Rwanda,2016,uniqueid_6964,Rural,No,4,25,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_6964,No
Uganda,2018,uniqueid_1704,Rural,Yes,4,27,Male,Head of Household,Married/Living together,Secondary education,Self employed,Uganda_uniqueid_1704,No
Rwanda,2016,uniqueid_697,Rural,No,7,16,Male,Child,Single/Never Married,Primary education,Farming and Fishing,Rwanda_uniqueid_697,No
Rwanda,2016,uniqueid_4726,Rural,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_4726,No
Kenya,2018,uniqueid_1126,Rural,Yes,3,31,Female,Spouse,Married/Living together,Primary education,Self employed,Kenya_uniqueid_1126,No
Tanzania,2017,uniqueid_2823,Urban,No,2,26,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2823,No
Uganda,2018,uniqueid_1799,Urban,Yes,1,20,Female,Head of Household,Single/Never Married,Secondary education,Other Income,Uganda_uniqueid_1799,Yes
Tanzania,2017,uniqueid_3931,Urban,No,3,30,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3931,No
Rwanda,2016,uniqueid_5476,Rural,Yes,4,52,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_5476,No
Kenya,2018,uniqueid_4359,Rural,No,7,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,Kenya_uniqueid_4359,No
Rwanda,2016,uniqueid_8047,Rural,Yes,7,59,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_8047,Yes
Tanzania,2017,uniqueid_2925,Rural,Yes,4,51,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2925,No
Uganda,2018,uniqueid_2097,Rural,No,8,28,Female,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_2097,No
Rwanda,2016,uniqueid_1354,Rural,Yes,2,66,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_1354,No
Rwanda,2016,uniqueid_585,Rural,Yes,3,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_585,No
Tanzania,2017,uniqueid_2682,Urban,No,3,32,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2682,No
Rwanda,2016,uniqueid_3093,Rural,Yes,7,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3093,No
Rwanda,2016,uniqueid_1555,Rural,Yes,2,65,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_1555,No
Kenya,2018,uniqueid_988,Rural,Yes,3,40,Female,Head of Household,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_988,No
Tanzania,2017,uniqueid_1212,Urban,Yes,3,41,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1212,No
Kenya,2018,uniqueid_2853,Urban,Yes,4,28,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,Kenya_uniqueid_2853,Yes
Rwanda,2016,uniqueid_5628,Rural,Yes,3,28,Male,Child,Single/Never Married,Secondary education,Informally employed,Rwanda_uniqueid_5628,No
Rwanda,2016,uniqueid_2786,Rural,Yes,4,52,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing,Rwanda_uniqueid_2786,No
Tanzania,2017,uniqueid_1534,Rural,Yes,3,37,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1534,No
Tanzania,2017,uniqueid_194,Rural,No,1,45,Male,Head of Household,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_194,No
Tanzania,2017,uniqueid_2212,Urban,Yes,2,33,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2212,No
Tanzania,2017,uniqueid_2831,Urban,Yes,2,41,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2831,No
Tanzania,2017,uniqueid_4761,Urban,Yes,3,57,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4761,No
Tanzania,2017,uniqueid_2064,Urban,Yes,2,51,Male,Head of Household,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_2064,No
Rwanda,2016,uniqueid_3587,Urban,Yes,3,27,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,Rwanda_uniqueid_3587,Yes
Kenya,2018,uniqueid_3041,Rural,Yes,6,44,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_3041,No
Tanzania,2017,uniqueid_1233,Rural,Yes,4,55,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,Tanzania_uniqueid_1233,Yes
Kenya,2018,uniqueid_5011,Rural,Yes,7,30,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,Kenya_uniqueid_5011,No
Uganda,2018,uniqueid_611,Urban,Yes,2,56,Female,Spouse,Married/Living together,Primary education,Other Income,Uganda_uniqueid_611,No
Kenya,2018,uniqueid_3274,Rural,Yes,6,65,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,Kenya_uniqueid_3274,Yes
Rwanda,2016,uniqueid_1160,Rural,No,3,25,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_1160,No
Kenya,2018,uniqueid_3684,Urban,Yes,1,55,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,Kenya_uniqueid_3684,Yes
Rwanda,2016,uniqueid_740,Rural,Yes,6,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_740,No
Rwanda,2016,uniqueid_6270,Rural,No,4,33,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,Rwanda_uniqueid_6270,No
